,Index,P-Value,RSquared
183,cogproc_y,0.37300543825766874,0.11915167350709252
184,insight_y,0.7451664846079921,0.04360606403167845
185,cause_y,0.6451714497938498,-0.06175050928802979
186,discrep_y,0.03708775969233885,0.27444114854622476
187,tentat_y,0.4863429792967435,-0.09323752936259315
188,certain_y,0.6042168934467284,-0.06949255275735018
189,differ_y,0.1877852764068908,0.17542559255447668
190,percept_y,0.010757691734863755,-0.33254218140097763
191,see_y,0.06654239058538626,-0.2425831622037625
192,hear_y,0.5593106889618391,-0.07825103983403545
193,feel_y,0.0335408695901563,-0.2795921044255889
194,bio_y,0.4405067137414901,-0.10325825149151997
195,body_y,0.7571425529795415,0.04149028575867271
196,health_y,0.4482463068478423,-0.10152759208407844
197,sexual_y,0.8952890323790021,-0.01766506606754113
198,ingest_y,0.25507734230904916,-0.15187760100455439
199,drives_y,0.0736445256024285,0.23668548782699933
200,affiliation_y,0.5574493378691605,0.0786209500369666
201,achieve_y,0.20374443173561935,0.16936285656418093
202,power_y,0.0009457571939708241,0.4227763144735237
203,reward_y,0.2857986698676297,0.1425400779275702
204,risk_y,0.26890705517816976,-0.14758621407306138
205,focuspast_y,0.4718414026607497,0.09635045981320642
206,focuspresent_y,0.3696224617685283,-0.11999125655472816
207,focusfuture_y,0.0006363999619100135,-0.43537117543913545
208,relativ_y,0.8162236634764869,-0.031187738311227488
209,motion_y,0.016851621378458626,-0.31270603624943066
210,space_y,0.019590913397585952,0.30575757534420633
211,time_y,0.10214538702009722,-0.21678403205889923
212,work_y,0.025266504153645293,0.29365495858469015
213,leisure_y,0.3641150457483049,-0.12136808728501199
214,home_y,0.31085319761483543,0.13540381633241336
215,money_y,0.4405815404828365,0.10324143879357527
216,relig_y,0.016878264393617306,-0.3126339545982454
217,death_y,0.2531580672486419,0.15248545550203832
218,informal_y,0.1419263131523286,-0.19523271556642688
219,swear_y,0.04101900688112591,-0.2691886083262447
220,netspeak_y,0.09442626318647272,-0.2216936035074832
221,assent_y,0.08953424261266697,-0.22496940742971483
222,nonflu_y,0.7524452078754853,-0.04231892698934275
223,filler_y,1.0,
224,AllPunc_y,0.07305492352349303,0.2371573945980188
225,Period_y,0.1692046480571487,0.18297033524682763
226,Comma_y,0.1392291352919337,-0.19653771000974865
227,Colon_y,0.26055620002694097,0.15015922034660192
228,SemiC_y,0.17770506811417475,-0.17944791497754195
229,QMark_y,0.45030189247441144,0.10107072696479225
230,Exclam_y,0.4225686717754372,-0.10733603334773661
231,Dash_y,2.3846529601806493e-05,0.5244230590669391
232,Quote_y,0.6042335821414704,0.06948935320883982
233,Apostro_y,0.6511674853171912,0.06063426269019835
234,Parenth_y,1.0,
235,OtherP_y,0.0008006557094586577,0.4281306427451089
236,Nouns,0.2931969368667672,0.14039184538575325
237,Nouns/100,0.2931969368667672,0.14039184538575328
238,NounsNormalised,0.14427579092121298,0.19411097139544004
239,Adjectives,0.6183703964284533,0.06679264302358202
240,Adjectives/100,0.6183703964284533,0.06679264302358205
241,AdjectivesNormalised,0.0180921507420409,-0.3094484833736637
242,Adverbs,0.8627252756616979,0.023205787994161894
243,Adverbs/100,0.8627252756616979,0.023205787994161814
244,AdverbsNormalised,0.0012388198574922761,-0.4139083964272837
245,Verbs,0.5575980932430283,0.07859136610610248
246,Verbs/100,0.5575980932430283,0.07859136610610243
247,VerbsNormalised,0.5116172358556621,-0.08792614186658573
248,Pronouns,0.5736124704475387,0.07542785749537508
249,PronounsNormalised,0.9873862228207912,0.0021221075639650195
